word,freq,Volume,start_dates
promise,41,10,1949-06-10
trained,5,10,1949-06-10
fulfil,7,10,1949-06-10
taught,3,10,1949-06-10
resist,1,10,1949-06-10
temptation,3,10,1949-06-10
framing,18,10,1949-06-10
covenanted,1,10,1949-06-10
value,19,10,1949-06-10
gained,3,10,1949-06-10
relying,1,10,1949-06-10
embodied,15,10,1949-06-10
appearance,1,10,1949-06-10
nice,2,10,1949-06-10
remnant,1,10,1949-06-10
slavery,4,10,1949-06-10
dependence,1,10,1949-06-10
fashion,4,10,1949-06-10
insistent,5,10,1949-06-10
consulted,10,10,1949-06-10
attainment,9,10,1949-06-10
freedom,84,10,1949-06-10
contractual,4,10,1949-06-10
relationship,12,10,1949-06-10
intact,9,10,1949-06-10
negative,3,10,1949-06-10
exists,8,10,1949-06-10
worth,10,10,1949-06-10
utilised,8,10,1949-06-10
anomalous,1,10,1949-06-10
solicitious,1,10,1949-06-10
satisfaction,13,10,1949-06-10
intelligent,1,10,1949-06-10
outdo,1,10,1949-06-10
britisher,6,10,1949-06-10
imitating,1,10,1949-06-10
personnel,7,10,1949-06-10
unpatriotic,2,10,1949-06-10
ignorant,3,10,1949-06-10
behave,3,10,1949-06-10
faith,20,10,1949-06-10
history,40,10,1949-06-10
sanctity,6,10,1949-06-10
contract,15,10,1949-06-10
reveals,1,10,1949-06-10
sacrosanct,2,10,1949-06-10
completely,26,10,1949-06-10
violated,3,10,1949-06-10
impose,18,10,1949-06-10
ground,41,10,1949-06-10
tried,19,10,1949-06-10
colour,5,10,1949-06-10
exigency,2,10,1949-06-10
situation,55,10,1949-06-10
altered,11,10,1949-06-10
nobody,23,10,1949-06-10
abrogated,8,10,1949-06-10
inclusion,8,10,1949-06-10
wordsas,1,10,1949-06-10
permitwould,1,10,1949-06-10
grievance,10,10,1949-06-10
moment,39,10,1949-06-10
financial,118,10,1949-06-10
hence,8,10,1949-06-10
1500,3,10,1949-06-10
nought,1,10,1949-06-10
decision,118,10,1949-06-10
2200,1,10,1949-06-10
yet,44,10,1949-06-10
spectacle,1,10,1949-06-10
50,3,10,1949-06-10
75,4,10,1949-06-10
morethan,1,10,1949-06-10
maximum,15,10,1949-06-10
recourse,2,10,1949-06-10
bombastic,1,10,1949-06-10
throe,1,10,1949-06-10
contaminating,1,10,1949-06-10
reconsidered,4,10,1949-06-10
insist,11,10,1949-06-10
vehement,1,10,1949-06-10
drdeshmukh,1,10,1949-06-10
backbone,3,10,1949-06-10
administration,112,10,1949-06-10
heavenborn,2,10,1949-06-10
regime,19,10,1949-06-10
food,3,10,1949-06-10
clothing,1,10,1949-06-10
underdog,1,10,1949-06-10
stated,63,10,1949-06-10
ruler,148,10,1949-06-10
asks,4,10,1949-06-10
service400,1,10,1949-06-10
excess,6,10,1949-06-10
thinking,14,10,1949-06-10
played,3,10,1949-06-10
courage,5,10,1949-06-10
conviction,2,10,1949-06-10
muster,2,10,1949-06-10
lot,14,10,1949-06-10
community,152,10,1949-06-10
struggling,1,10,1949-06-10
credit,29,10,1949-06-10
cared,1,10,1949-06-10
ruled,18,10,1949-06-10
rely,1,10,1949-06-10
loyalty,7,10,1949-06-10
citizen,56,10,1949-06-10
belonged,5,10,1949-06-10
prejudiced,2,10,1949-06-10
attract,3,10,1949-06-10
king,15,10,1949-06-10
england,17,10,1949-06-10
knew,4,10,1949-06-10
21000,1,10,1949-06-10
10000,18,10,1949-06-10
rs4000,1,10,1949-06-10
monthout,1,10,1949-06-10
proportion,7,10,1949-06-10
100,5,10,1949-06-10
annum,12,10,1949-06-10
whereas,10,10,1949-06-10
britain,2,10,1949-06-10
1200,2,10,1949-06-10
america,13,10,1949-06-10
diffent,1,10,1949-06-10
ire,4,10,1949-06-10
lowest,4,10,1949-06-10
purchased,4,10,1949-06-10
intellect,2,10,1949-06-10
irrespective,5,10,1949-06-10
born,4,10,1949-06-10
patriotic,5,10,1949-06-10
instinct,2,10,1949-06-10
winner,1,10,1949-06-10
collectively,4,10,1949-06-10
individually,4,10,1949-06-10
possibly,8,10,1949-06-10
bureaucrat,1,10,1949-06-10
safeguarded,4,10,1949-06-10
loyal,4,10,1949-06-10
came,48,10,1949-06-10
favour,38,10,1949-06-10
incorporate,13,10,1949-06-10
regulate,6,10,1949-06-10
becoming,6,10,1949-06-10
supersovereigns,1,10,1949-06-10
useful,6,10,1949-06-10
enter,12,10,1949-06-10
recrimination,1,10,1949-06-10
spent,30,10,1949-06-10
winning,1,10,1949-06-10
intervened,2,10,1949-06-10
went,18,10,1949-06-10
supporting,6,10,1949-06-10
served,12,10,1949-06-10
opposing,6,10,1949-06-10
legitimately,2,10,1949-06-10
consolationthey,1,10,1949-06-10
legitimate,2,10,1949-06-10
recognition,9,10,1949-06-10
247,2,10,1949-06-10
greater,22,10,1949-06-10
suffer,11,10,1949-06-10
interfere,17,10,1949-06-10
ample,6,10,1949-06-10
touchy,1,10,1949-06-10
wow,1,10,1949-06-10
earnestly,7,10,1949-06-10
tabled,31,10,1949-06-10
oppose,24,10,1949-06-10
gopalaswami,8,10,1949-06-10
ayyangar,14,10,1949-06-10
reorganisation,1,10,1949-06-10
rupee,56,10,1949-06-10
increase,19,10,1949-06-10
8,32,10,1949-06-10
hesitate,3,10,1949-06-10
thathe,1,10,1949-06-10
working,45,10,1949-06-10
hungering,1,10,1949-06-10
contribute,1,10,1949-06-10
mite,1,10,1949-06-10
growth,3,10,1949-06-10
assume,5,10,1949-06-10
sticking,2,10,1949-06-10
pound,2,10,1949-06-10
flesh,2,10,1949-06-10
helpless,4,10,1949-06-10
8this,1,10,1949-06-10
bloated,1,10,1949-06-10
critical,2,10,1949-06-10
axe,2,10,1949-06-10
alone,50,10,1949-06-10
goodwill,8,10,1949-06-10
count,6,10,1949-06-10
became,11,10,1949-06-10
25,19,10,1949-06-10
20,8,10,1949-06-10
rung,1,10,1949-06-10
ladder,1,10,1949-06-10
twelve,5,10,1949-06-10
vacant,19,10,1949-06-10
straightaway,6,10,1949-06-10
rigor,1,10,1949-06-10
exactitude,1,10,1949-06-10
claim,41,10,1949-06-10
mitigated,1,10,1949-06-10
suitable,14,10,1949-06-10
ayyangars,1,10,1949-06-10
chairmanship,2,10,1949-06-10
pampering,1,10,1949-06-10
reconciled,2,10,1949-06-10
parcel,4,10,1949-06-10
corruption,11,10,1949-06-10
knowledge,8,10,1949-06-10
talent,1,10,1949-06-10
14000,2,10,1949-06-10
ashamed,1,10,1949-06-10
corrupt,2,10,1949-06-10
manager,1,10,1949-06-10
family,15,10,1949-06-10
thousand,17,10,1949-06-10
band,2,10,1949-06-10
exhausted,1,10,1949-06-10
majority,38,10,1949-06-10
enormous,6,10,1949-06-10
written,3,10,1949-06-10
stone,4,10,1949-06-10
indelibly,1,10,1949-06-10
home,9,10,1949-06-10
hesitation,8,10,1949-06-10
rise,22,10,1949-06-10
freind,1,10,1949-06-10
ananthasayanam,4,10,1949-06-10
began,9,10,1949-06-10
middle,1,10,1949-06-10
sail,2,10,1949-06-10
boat,1,10,1949-06-10
suspicion,5,10,1949-06-10
pledged,10,10,1949-06-10
sacrifice,39,10,1949-06-10
politics,12,10,1949-06-10
transference,3,10,1949-06-10
abide,6,10,1949-06-10
gaurantee,1,10,1949-06-10
employment,4,10,1949-06-10
heat,1,10,1949-06-10
extremism,1,10,1949-06-10
altar,5,10,1949-06-10
radical,2,10,1949-06-10
ideology,4,10,1949-06-10
easy,7,10,1949-06-10
difficult,40,10,1949-06-10
undo,1,10,1949-06-10
tyagi,27,10,1949-06-10
bind,2,10,1949-06-10
binding,8,10,1949-06-10
expanding,2,10,1949-06-10
restricting,4,10,1949-06-10
tan,2,10,1949-06-10
fetter,6,10,1949-06-10
judiciary,23,10,1949-06-10
unanimously,7,10,1949-06-10
gotabroad,1,10,1949-06-10
stepwe,1,10,1949-06-10
false,12,10,1949-06-10
learn,12,10,1949-06-10
practice,14,10,1949-06-10
conducting,2,10,1949-06-10
attach,3,10,1949-06-10
surprised,8,10,1949-06-10
movement,6,10,1949-06-10
enslaved,1,10,1949-06-10
criticised,2,10,1949-06-10
pampered,2,10,1949-06-10
hevenborn,2,10,1949-06-10
criticized,1,10,1949-06-10
plainly,1,10,1949-06-10
whatsoever,9,10,1949-06-10
sovereignty,46,10,1949-06-10
happy,17,10,1949-06-10
amongst,9,10,1949-06-10
wonderful,3,10,1949-06-10
weight,4,10,1949-06-10
gold,2,10,1949-06-10
complaint,9,10,1949-06-10
behaving,2,10,1949-06-10
treated,25,10,1949-06-10
differently,7,10,1949-06-10
creating,7,10,1949-06-10
nowthe,1,10,1949-06-10
servicesotherwise,1,10,1949-06-10
equal,11,10,1949-06-10
footing,10,10,1949-06-10
record,11,10,1949-06-10
guilty,9,10,1949-06-10
stabbing,1,10,1949-06-10
struggle,6,10,1949-06-10
anachronism,1,10,1949-06-10
removed,12,10,1949-06-10
distinguished,5,10,1949-06-10
sacrificed,6,10,1949-06-10
leisure,1,10,1949-06-10
scylla,1,10,1949-06-10
charybdis,1,10,1949-06-10
attained,5,10,1949-06-10
consistent,14,10,1949-06-10
forego,6,10,1949-06-10
lee,1,10,1949-06-10
cried,1,10,1949-06-10
hoarse,1,10,1949-06-10
commit,4,10,1949-06-10
committing,3,10,1949-06-10
economy,7,10,1949-06-10
recommended,28,10,1949-06-10
increment,2,10,1949-06-10
ideal,31,10,1949-06-10
suffice,1,10,1949-06-10
exact,8,10,1949-06-10
saksenathat,1,10,1949-06-10
tie,2,10,1949-06-10
generation,6,10,1949-06-10
bemodified,1,10,1949-06-10
tied,1,10,1949-06-10
lend,1,10,1949-06-10
intend,3,10,1949-06-10
hat,2,10,1949-06-10
secure,18,10,1949-06-10
emolument,11,10,1949-06-10
unchanged,1,10,1949-06-10
juncture,3,10,1949-06-10
needed,8,10,1949-06-10
land,38,10,1949-06-10
apprehension,11,10,1949-06-10
note,25,10,1949-06-10
heart,10,10,1949-06-10
english,8,10,1949-06-10
maintained,15,10,1949-06-10
maltreated,1,10,1949-06-10
oppressed,8,10,1949-06-10
jailed,1,10,1949-06-10
established,12,10,1949-06-10
swarajya,3,10,1949-06-10
offer,11,10,1949-06-10
sincerely,2,10,1949-06-10
reciprocal,1,10,1949-06-10
honestly,2,10,1949-06-10
incorruptibly,1,10,1949-06-10
iota,2,10,1949-06-10
behaviour,4,10,1949-06-10
pasti,1,10,1949-06-10
agothey,1,10,1949-06-10
master,9,10,1949-06-10
mentality,1,10,1949-06-10
lingering,1,10,1949-06-10
popular,4,10,1949-06-10
outlook,2,10,1949-06-10
oppress,1,10,1949-06-10
protect,7,10,1949-06-10
properly,12,10,1949-06-10
sincere,4,10,1949-06-10
achieve,7,10,1949-06-10
agelong,1,10,1949-06-10
policy,23,10,1949-06-10
mastership,1,10,1949-06-10
distressed,2,10,1949-06-10
ananthasayanamayyangar,1,10,1949-06-10
harbour,1,10,1949-06-10
feeling,29,10,1949-06-10
enemy,7,10,1949-06-10
line,69,10,1949-06-10
dispensewith,1,10,1949-06-10
vaccumfor,1,10,1949-06-10
congressman,9,10,1949-06-10
worker,5,10,1949-06-10
instrument,49,10,1949-06-10
continuously,5,10,1949-06-10
quarrelling,2,10,1949-06-10
disservice,2,10,1949-06-10
secret,3,10,1949-06-10
secrecy,1,10,1949-06-10
representives,1,10,1949-06-10
henderson,1,10,1949-06-10
settle,6,10,1949-06-10
covenant,40,10,1949-06-10
permanency,1,10,1949-06-10
fifty,5,10,1949-06-10
britishersand,1,10,1949-06-10
treaty,13,10,1949-06-10
compensation,6,10,1949-06-10
proportionate,1,10,1949-06-10
timescale,1,10,1949-06-10
settled,15,10,1949-06-10
negotiation,12,10,1949-06-10
nonmuslims,2,10,1949-06-10
allindia,7,10,1949-06-10
resulted,3,10,1949-06-10
cabinetit,1,10,1949-06-10
timeand,1,10,1949-06-10
trust,18,10,1949-06-10
finally,19,10,1949-06-10
hardly,13,10,1949-06-10
suspected,1,10,1949-06-10
plenty,3,10,1949-06-10
agency,26,10,1949-06-10
willing,12,10,1949-06-10
assure,17,10,1949-06-10
worked,18,10,1949-06-10
periodi,1,10,1949-06-10
heavy,9,10,1949-06-10
responsibilityand,1,10,1949-06-10
confess,6,10,1949-06-10
sincerity,2,10,1949-06-10
ability,4,10,1949-06-10
disparaging,1,10,1949-06-10
criticise,1,10,1949-06-10
series,5,10,1949-06-10
convince,2,10,1949-06-10
happening,6,10,1949-06-10
district,8,10,1949-06-10
havoc,2,10,1949-06-10
wrought,1,10,1949-06-10
magistrate,11,10,1949-06-10
gurgaon,2,10,1949-06-10
arrested,5,10,1949-06-10
leading,2,10,1949-06-10
fault,14,10,1949-06-10
hostage,3,10,1949-06-10
cheek,1,10,1949-06-10
write,4,10,1949-06-10
application,10,10,1949-06-10
presented,15,10,1949-06-10
bar,17,10,1949-06-10
association,7,10,1949-06-10
innocent,1,10,1949-06-10
released,3,10,1949-06-10
shocked,2,10,1949-06-10
togurgaon,1,10,1949-06-10
saw,3,10,1949-06-10
fortunately,7,10,1949-06-10
document,36,10,1949-06-10
endorsement,3,10,1949-06-10
showed,3,10,1949-06-10
wrote,3,10,1949-06-10
viceroy,3,10,1949-06-10
touch,8,10,1949-06-10
lost,18,10,1949-06-10
insisted,2,10,1949-06-10
lord,5,10,1949-06-10
mountbatten,1,10,1949-06-10
inner,1,10,1949-06-10
resort,3,10,1949-06-10
league,2,10,1949-06-10
partitionedthey,2,10,1949-06-10
itthat,1,10,1949-06-10
bengal,32,10,1949-06-10
calcutta,8,10,1949-06-10
jinnah,1,10,1949-06-10
turncated,1,10,1949-06-10
swallow,1,10,1949-06-10
partitioned,2,10,1949-06-10
paramountcy,7,10,1949-06-10
dead,13,10,1949-06-10
directly,19,10,1949-06-10
indirectly,4,10,1949-06-10
revive,1,10,1949-06-10
party,45,10,1949-06-10
birth,2,10,1949-06-10
attack,2,10,1949-06-10
huge,13,10,1949-06-10
invited,3,10,1949-06-10
highest,16,10,1949-06-10
towards,14,10,1949-06-10
defend,2,10,1949-06-10
black,3,10,1949-06-10
sheep,1,10,1949-06-10
honest,7,10,1949-06-10
using,10,10,1949-06-10
behaved,1,10,1949-06-10
patriotically,1,10,1949-06-10
collapsed,1,10,1949-06-10
john,1,10,1949-06-10
matthai,1,10,1949-06-10
fortnight,4,10,1949-06-10
premier,16,10,1949-06-10
manage,1,10,1949-06-10
nucleus,1,10,1949-06-10
broken,5,10,1949-06-10
bit,6,10,1949-06-10
ton,1,10,1949-06-10
platform,3,10,1949-06-10
promised,4,10,1949-06-10
500,8,10,1949-06-10
karachi,2,10,1949-06-10
distance,2,10,1949-06-10
45,7,10,1949-06-10
incometax,58,10,1949-06-10
admit,10,10,1949-06-10
gandhian,7,10,1949-06-10
philosophy,3,10,1949-06-10
army,18,10,1949-06-10
spending,3,10,1949-06-10
160,2,10,1949-06-10
crore,33,10,1949-06-10
setup,11,10,1949-06-10
police,10,10,1949-06-10
fairly,7,10,1949-06-10
efficiently,2,10,1949-06-10
covered,45,10,1949-06-10
goingto,1,10,1949-06-10
volunteer,1,10,1949-06-10
captain,1,10,1949-06-10
grieved,1,10,1949-06-10
strain,5,10,1949-06-10
mahatma,17,10,1949-06-10
scrutinised,3,10,1949-06-10
dark,2,10,1949-06-10
quarrel,13,10,1949-06-10
workman,1,10,1949-06-10
encouragement,3,10,1949-06-10
ridiculed,2,10,1949-06-10
earn,8,10,1949-06-10
setting,3,10,1949-06-10
twentyfive,5,10,1949-06-10
education,9,10,1949-06-10
training,9,10,1949-06-10
loan,1,10,1949-06-10
glamour,1,10,1949-06-10
youth,1,10,1949-06-10
ably,1,10,1949-06-10
loyally,1,10,1949-06-10
governmentthat,1,10,1949-06-10
often,9,10,1949-06-10
child,8,10,1949-06-10
dy,1,10,1949-06-10
provident,1,10,1949-06-10
started,15,10,1949-06-10
school,7,10,1949-06-10
cadre,3,10,1949-06-10
provincesyour,1,10,1949-06-10
efficient,4,10,1949-06-10
advise,6,10,1949-06-10
mouth,1,10,1949-06-10
freely,8,10,1949-06-10
fear,28,10,1949-06-10
tendency,6,10,1949-06-10
serviceman,1,10,1949-06-10
goyou,1,10,1949-06-10
united,35,10,1949-06-10
security,14,10,1949-06-10
constitutionwhatever,1,10,1949-06-10
likebut,1,10,1949-06-10
ring,2,10,1949-06-10
impediment,1,10,1949-06-10
hamper,3,10,1949-06-10
wisdom,15,10,1949-06-10
model,8,10,1949-06-10
wherein,3,10,1949-06-10
agreedboth,1,10,1949-06-10
moral,14,10,1949-06-10
60,8,10,1949-06-10
element,11,10,1949-06-10
dominated,2,10,1949-06-10
displease,1,10,1949-06-10
please,14,10,1949-06-10
displeased,1,10,1949-06-10
frank,3,10,1949-06-10
sharing,4,10,1949-06-10
share,14,10,1949-06-10
mistaken,5,10,1949-06-10
happened,12,10,1949-06-10
paucity,3,10,1949-06-10
recruit,1,10,1949-06-10
hundred,19,10,1949-06-10
selected,4,10,1949-06-10
misbehaving,1,10,1949-06-10
erring,1,10,1949-06-10
dereliction,1,10,1949-06-10
spare,1,10,1949-06-10
whoever,4,10,1949-06-10
fought,2,10,1949-06-10
bitterest,1,10,1949-06-10
gandhiji,4,10,1949-06-10
teach,2,10,1949-06-10
revenge,1,10,1949-06-10
sake,10,10,1949-06-10
lathi,1,10,1949-06-10
gown,1,10,1949-06-10
stabilised,3,10,1949-06-10
persuaded,6,10,1949-06-10
kingdom,8,10,1949-06-10
laboured,3,10,1949-06-10
night,13,10,1949-06-10
prestige,8,10,1949-06-10
affection,1,10,1949-06-10
judgment,25,10,1949-06-10
posed,2,10,1949-06-10
patel,67,10,1949-06-10
repeat,11,10,1949-06-10
putthe,6,10,1949-06-10
sardars,1,10,1949-06-10
125,1,10,1949-06-10
agreeing,3,10,1949-06-10
disagreeing,1,10,1949-06-10
pressing,2,10,1949-06-10
307,57,10,1949-06-10
substituted2,4,10,1949-06-10
bringing,30,10,1949-06-10
territory,146,10,1949-06-10
repeal,32,10,1949-06-10
questioned,28,10,1949-06-10
deemeda,2,10,1949-06-10
orb,6,10,1949-06-10
ordinance,9,10,1949-06-10
promulgated,5,10,1949-06-10
88,8,10,1949-06-10
continuing,6,10,1949-06-10
temporary,10,10,1949-06-10
varied,4,10,1949-06-10
judicial,22,10,1949-06-10
interference,8,10,1949-06-10
examination,9,10,1949-06-10
begun,2,10,1949-06-10
basic,11,10,1949-06-10
granted,11,10,1949-06-10
minor,17,10,1949-06-10
variation,8,10,1949-06-10
meaningthis,1,10,1949-06-10
seeking,8,10,1949-06-10
rectify,5,10,1949-06-10
amplification,4,10,1949-06-10
resume,6,10,1949-06-10
confused,3,10,1949-06-10
conflict,9,10,1949-06-10
3071,1,10,1949-06-10
offend,1,10,1949-06-10
overruled,1,10,1949-06-10
devote,2,10,1949-06-10
detailed,10,10,1949-06-10
toamend,1,10,1949-06-10
hive,1,10,1949-06-10
substantial,17,10,1949-06-10
arising,14,10,1949-06-10
anticipate,4,10,1949-06-10
ratify,2,10,1949-06-10
undertake,11,10,1949-06-10
initial,2,10,1949-06-10
tribunal,24,10,1949-06-10
machinery,23,10,1949-06-10
major,25,10,1949-06-10
satisfy,6,10,1949-06-10
drastic,5,10,1949-06-10
debarring,1,10,1949-06-10
inclination,1,10,1949-06-10
assistance,5,10,1949-06-10
lack,5,10,1949-06-10
strengthen,5,10,1949-06-10
tkrishnamachariwho,1,10,1949-06-10
conformity,10,10,1949-06-10
134,7,10,1949-06-10
137,2,10,1949-06-10
alteration,13,10,1949-06-10
3of,2,10,1949-06-10
3o7,1,10,1949-06-10
stood,14,10,1949-06-10
therein,14,10,1949-06-10
repealed,17,10,1949-06-10
135,8,10,1949-06-10
endbut,3,10,1949-06-10
ratification,3,10,1949-06-10
honourablefriend,1,10,1949-06-10
krishnamachari,61,10,1949-06-10
promulgate,1,10,1949-06-10
envisaged,10,10,1949-06-10
expected,13,10,1949-06-10
moreover,7,10,1949-06-10
3b,3,10,1949-06-10
307i,1,10,1949-06-10
andii,9,10,1949-06-10
rapid,3,10,1949-06-10
numerous,5,10,1949-06-10
anomaly,18,10,1949-06-10
authorise,11,10,1949-06-10
conform,9,10,1949-06-10
thereafter,27,10,1949-06-10
extend,27,10,1949-06-10
gap,5,10,1949-06-10
clarification,13,10,1949-06-10
hereby,13,10,1949-06-10
questionable,1,10,1949-06-10
purport,9,10,1949-06-10
pronounce,1,10,1949-06-10
seeing,4,10,1949-06-10
troublesome,1,10,1949-06-10
costly,1,10,1949-06-10
administer,3,10,1949-06-10
clerk,6,10,1949-06-10
former,6,10,1949-06-10
trusted,4,10,1949-06-10
corrected,6,10,1949-06-10
approached,3,10,1949-06-10
litigant,4,10,1949-06-10
definitely,15,10,1949-06-10
correctness,2,10,1949-06-10
examine,17,10,1949-06-10
whichsoever,2,10,1949-06-10
enacted,13,10,1949-06-10
declared,24,10,1949-06-10
void,12,10,1949-06-10
rotating,1,10,1949-06-10
receipt,16,10,1949-06-10
avoid,8,10,1949-06-10
reported,6,10,1949-06-10
vide,1,10,1949-06-10
lawslaws,1,10,1949-06-10
appear,9,10,1949-06-10
relate,24,10,1949-06-10
wordsany,1,10,1949-06-10
despaired,1,10,1949-06-10
objectionable,2,10,1949-06-10
cleared,3,10,1949-06-10
substantive,7,10,1949-06-10
ipso,1,10,1949-06-10
facto,2,10,1949-06-10
fiat,1,10,1949-06-10
immutable,2,10,1949-06-10
submission,30,10,1949-06-10
declare,15,10,1949-06-10
sanctified,1,10,1949-06-10
pucca,1,10,1949-06-10
abridges,2,10,1949-06-10
contravention,5,10,1949-06-10
questionedno,1,10,1949-06-10
virtue,18,10,1949-06-10
82,7,10,1949-06-10
81,1,10,1949-06-10
backdoor,1,10,1949-06-10
method,25,10,1949-06-10
illustrate,1,10,1949-06-10
sedition,3,10,1949-06-10
133,1,10,1949-06-10
restriction,40,10,1949-06-10
harsh,1,10,1949-06-10
onerous,1,10,1949-06-10
executiveand,1,10,1949-06-10
fails,3,10,1949-06-10
entrusted,4,10,1949-06-10
contravened,1,10,1949-06-10
deems,3,10,1949-06-10
illusory,1,10,1949-06-10
sit,37,10,1949-06-10
facility,9,10,1949-06-10
obstacle,1,10,1949-06-10
local,24,10,1949-06-10
private,10,10,1949-06-10
defective,5,10,1949-06-10
seal,1,10,1949-06-10
shape,9,10,1949-06-10
293,9,10,1949-06-10
delicate,1,10,1949-06-10
secondary,3,10,1949-06-10
adapt,6,10,1949-06-10
pleased,13,10,1949-06-10
lawmaking,1,10,1949-06-10
delegate,9,10,1949-06-10
essence,5,10,1949-06-10
ultimate,8,10,1949-06-10
posse,2,10,1949-06-10
sanction,7,10,1949-06-10
cart,1,10,1949-06-10
touched,5,10,1949-06-10
tampered,1,10,1949-06-10
trumpeted,1,10,1949-06-10
someone,1,10,1949-06-10
chamber,7,10,1949-06-10
repealing,3,10,1949-06-10
abuse,3,10,1949-06-10
proceeds,8,10,1949-06-10
unit,35,10,1949-06-10
career,2,10,1949-06-10
enactment,13,10,1949-06-10
subordinate,26,10,1949-06-10
scrutiny,5,10,1949-06-10
canvassed,3,10,1949-06-10
lawyer,28,10,1949-06-10
larger,4,10,1949-06-10
repugnant,16,10,1949-06-10
overloaded,2,10,1949-06-10
consequent,2,10,1949-06-10
trouble,6,10,1949-06-10
unwise,2,10,1949-06-10
assisted,1,10,1949-06-10
advisory,26,10,1949-06-10
beutilised,1,10,1949-06-10
unwieldy,1,10,1949-06-10
283,1,10,1949-06-10
imposed,19,10,1949-06-10
indefinite,3,10,1949-06-10
length,14,10,1949-06-10
maurice,2,10,1949-06-10
gwyer,1,10,1949-06-10
delivering,1,10,1949-06-10
p,15,10,1949-06-10
cantonment,2,10,1949-06-10
opening,12,10,1949-06-10
enforced,6,10,1949-06-10
wholesome,5,10,1949-06-10
salutary,5,10,1949-06-10
byelaws,1,10,1949-06-10
leaving,9,10,1949-06-10
gwyers,1,10,1949-06-10
followed,28,10,1949-06-10
dissenting,1,10,1949-06-10
expressed,17,10,1949-06-10
lahore,2,10,1949-06-10
advisedly,5,10,1949-06-10
deliberately,3,10,1949-06-10
frivolous,3,10,1949-06-10
immaterial,3,10,1949-06-10
alien,3,10,1949-06-10
invalid,3,10,1949-06-10
byelaw,2,10,1949-06-10
intervention,5,10,1949-06-10
vigilant,6,10,1949-06-10
sensitive,1,10,1949-06-10
scrutinise,5,10,1949-06-10
assumption,4,10,1949-06-10
alive,8,10,1949-06-10
hardworking,1,10,1949-06-10
host,2,10,1949-06-10
surely,10,10,1949-06-10
canvas,1,10,1949-06-10
affected,35,10,1949-06-10
danger,15,10,1949-06-10
noticed,4,10,1949-06-10
legislator,5,10,1949-06-10
watch,3,10,1949-06-10
intervene,6,10,1949-06-10
constituting,4,10,1949-06-10
adviser,11,10,1949-06-10
assist,2,10,1949-06-10
phase,3,10,1949-06-10
mad,2,10,1949-06-10
violate,1,10,1949-06-10
tenable,1,10,1949-06-10
afternoon,16,10,1949-06-10
oclockthe,4,10,1949-06-10
pmthe,3,10,1949-06-10
reassembled,5,10,1949-06-10
stringency,2,10,1949-06-10
sectioni,1,10,1949-06-10
293was,1,10,1949-06-10
departure,2,10,1949-06-10
myhonourable,3,10,1949-06-10
alladi,16,10,1949-06-10
krishnaswami,15,10,1949-06-10
ayyar,15,10,1949-06-10
representing,18,10,1949-06-10
homily,2,10,1949-06-10
elementary,2,10,1949-06-10
system,28,10,1949-06-10
distrust,10,10,1949-06-10
boot,1,10,1949-06-10
leg,3,10,1949-06-10
unfortunate,14,10,1949-06-10
handled,2,10,1949-06-10
busybody,1,10,1949-06-10
conceived,2,10,1949-06-10
barred,2,10,1949-06-10
specific,16,10,1949-06-10
pronouncement,4,10,1949-06-10
againas,1,10,1949-06-10
suitedthat,1,10,1949-06-10
imperial,2,10,1949-06-10
downi,1,10,1949-06-10
thrusting,1,10,1949-06-10
breath,2,10,1949-06-10
jurist,4,10,1949-06-10
sound,4,10,1949-06-10
eminence,2,10,1949-06-10
complain,2,10,1949-06-10
card,2,10,1949-06-10
represented,35,10,1949-06-10
helpful,5,10,1949-06-10
failing,4,10,1949-06-10
iterate,1,10,1949-06-10
undertaken,4,10,1949-06-10
published,8,10,1949-06-10
orderincouncil,2,10,1949-06-10
inch,1,10,1949-06-10
examined,10,10,1949-06-10
knowing,4,10,1949-06-10
thoroughly,3,10,1949-06-10
misinformed,2,10,1949-06-10
timeas,1,10,1949-06-10
repeatall,1,10,1949-06-10
publish,2,10,1949-06-10
improvethe,1,10,1949-06-10
stupendous,1,10,1949-06-10
placing,5,10,1949-06-10
legal,30,10,1949-06-10
satisfied,28,10,1949-06-10
honourablethe,1,10,1949-06-10
examines,1,10,1949-06-10
unthinkable,1,10,1949-06-10
antediluvian,1,10,1949-06-10
suit,14,10,1949-06-10
presentday,1,10,1949-06-10
coexist,1,10,1949-06-10
listening,3,10,1949-06-10
debate,45,10,1949-06-10
aggrieved,1,10,1949-06-10
precluded,3,10,1949-06-10
supposing,16,10,1949-06-10
illegal,3,10,1949-06-10
strange,3,10,1949-06-10
modificationwhich,1,10,1949-06-10
abrogate,4,10,1949-06-10
ruling,34,10,1949-06-10
aside,2,10,1949-06-10
safe,4,10,1949-06-10
prescribed,8,10,1949-06-10
tribal,9,10,1949-06-10
recollection,3,10,1949-06-10
paragraph,117,10,1949-06-10
5,40,10,1949-06-10
criminal,18,10,1949-06-10
enforceable,1,10,1949-06-10
litigation,2,10,1949-06-10
belong,10,10,1949-06-10
inhabited,1,10,1949-06-10
hill,1,10,1949-06-10
assistant,1,10,1949-06-10
commissioner,5,10,1949-06-10
academical,1,10,1949-06-10
qualification,5,10,1949-06-10
punish,5,10,1949-06-10
accused,5,10,1949-06-10
guided,9,10,1949-06-10
strictly,9,10,1949-06-10
alladikrishnaswami,1,10,1949-06-10
